"Timestamp"	"participant.id"	"Consent"	"Condition"	"Response"	"Normal_Utt_latinized_first"	"Normal_Utt_latinized"	"Normal_Utt"	"Normal_Utt_gloss"	"Back_translation"	"Specificity"	"Directionality"
"12/10/2020 16:09:18"	"4028cb6d611988f59851ed1b"	"أوافق"	"target_f5"	"الاصبع الصغير في قدم"	"alisba' alsagheer fi alqadm"	"aliṣba' alsaghīr fī alqadm"	"الاصبع الصغير في قدم"	"the small finger on the foot"	"pinky toe"	1	0
"12/10/2020 22:16:07"	"e20081acf4b9c7e5ef682eb0"	"أوافق"	"target_f5"	"الاصبع الصغير لقدم"	"alisba' alsagheer liqadm"	"aliṣba' alsaghīr liqadm"	"الاصبع الصغير لقدم"	"the small finger on the foot"	"pinky toe"	1	0
"12/10/2020 14:32:31"	"a01531726b854af56a60af34"	"أوافق"	"target_h1"	"الإبهام"	"alibham"	"alibhām"	"الإبهام"	"the thumb"	"thumb"	1	0
"12/10/2020 13:27:38"	"009915add76d13c5eddf4e10"	"أوافق"	"target_h1"	"ابهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 13:59:11"	"c08e9a9bc3109fe58fda5bb0"	"أوافق"	"target_h1"	"إبهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 14:10:02"	"00485c995c3bbfc5db7d1d91"	"أوافق"	"target_h1"	"ابهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 14:23:59"	"9024b158f00471f55e55b850"	"أوافق"	"target_h1"	"ابهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 15:53:39"	"836dd17b08d9d2e5cb08eda8"	"أوافق"	"target_h1"	"اسفل الابهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 16:09:18"	"4028cb6d611988f59851ed1b"	"أوافق"	"target_h1"	"ابهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 16:53:33"	"60d368edc2d9c6f519a65b26"	"أوافق"	"target_h1"	"ابهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 22:16:07"	"e20081acf4b9c7e5ef682eb0"	"أوافق"	"target_h1"	"ابهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/11/2020 2:24:28"	"50445b18e48d7cf56c006b51"	"أوافق"	"target_h1"	"ابهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/11/2020 2:49:50"	"c0d12abf3462b8f50896a9c5"	"أوافق"	"target_h1"	"إبهام"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/11/2020 6:36:22"	"00ee5edae9c7f3c5c0115010"	"أوافق"	"target_h1"	"ابهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/11/2020 6:36:56"	"00ee5edae9c7f3c5c0115010"	"أوافق"	"target_h1"	"ابهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/11/2020 10:35:30"	"0970061122fd62e5c6a58727"	"أوافق"	"target_h1"	"إبهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/11/2020 2:24:28"	"50445b18e48d7cf56c006b51"	"أوافق"	"target_f1"	"ابهامها"	"ibham"	"ibhām"	"ابهام"	"thumb"	"thumb"	1	0
"12/10/2020 17:58:50"	"e6224e8a386b1bf536b0b484"	"أوافق"	"target_f1"	"ابهام قدم"	"ibham qadm"	"ibhām qadm"	"ابهام قدم"	"thumb of the foot"	"big toe"	1	0
"12/10/2020 17:58:50"	"e6224e8a386b1bf536b0b484"	"أوافق"	"target_h1"	"ابهام يد"	"ibham yad"	"ibhām yad"	"ابهام يد"	"thumb of the hand"	"thumb"	1	0
"12/10/2020 13:27:38"	"009915add76d13c5eddf4e10"	"أوافق"	"target_f1"	"ابهم رجل"	"ibham rijul"	"ibhām rijul"	"ابهم رجل"	"thumb of the leg"	"big toe"	1	0
"12/11/2020 6:36:22"	"00ee5edae9c7f3c5c0115010"	"أوافق"	"target_f1"	"ابهام رجلها"	"ibham rijul"	"ibhām rijul"	"ابهم رجل"	"thumb of the leg"	"big toe"	1	0
"12/11/2020 6:36:56"	"00ee5edae9c7f3c5c0115010"	"أوافق"	"target_f1"	"ابهام رجلها"	"ibham rijul"	"ibhām rijul"	"ابهم رجل"	"thumb of the leg"	"big toe"	1	0
